"Town","FIPS","Year","Family Type","Parent Employment Status","Measure Type","Variable","Value"
"Westbrook","0900781680","2013-2017","Living with One Parent","Not in Work Force","Number","Margins of Error",36.17
"Westbrook","0900781680","2013-2017","Living with Two Parents","All","Number","Margins of Error",202.92
"Westbrook","0900781680","2013-2017","Living with Two Parents","Not in Work Force","Number","Margins of Error",24.04
"Westbrook","0900781680","2013-2017","All","All","Number","Non-Working Parents",786
"Westbrook","0900781680","2013-2017","Living with One Parent","All","Number","Non-Working Parents",87
"Westbrook","0900781680","2013-2017","Living with One Parent","Not in Work Force","Number","Non-Working Parents",13
"Westbrook","0900781680","2013-2017","Living with Two Parents","All","Number","Non-Working Parents",699
"Westbrook","0900781680","2013-2017","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Westbrook","0900781680","2013-2017","Living with One Parent","All","Percent","Margins of Error",0.09
"Westbrook","0900781680","2013-2017","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.05
"Westbrook","0900781680","2013-2017","Living with Two Parents","All","Percent","Margins of Error",0.1
"Westbrook","0900781680","2013-2017","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.03
"Westbrook","0900781680","2013-2017","Living with One Parent","All","Percent","Non-Working Parents",11.07
"Westbrook","0900781680","2013-2017","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.65
"Westbrook","0900781680","2013-2017","Living with Two Parents","All","Percent","Non-Working Parents",88.93
"Westbrook","0900781680","2013-2017","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Westbrook","0900781680","2014-2018","All","All","Number","Margins of Error",181
"Westbrook","0900781680","2014-2018","Living with One Parent","All","Number","Margins of Error",74.73
"Westbrook","0900781680","2014-2018","Living with One Parent","Not in Work Force","Number","Margins of Error",33.51
"Westbrook","0900781680","2014-2018","Living with Two Parents","All","Number","Margins of Error",165.34
"Westbrook","0900781680","2014-2018","Living with Two Parents","Not in Work Force","Number","Margins of Error",24.04
"Westbrook","0900781680","2014-2018","All","All","Number","Non-Working Parents",573
"Westbrook","0900781680","2014-2018","Living with One Parent","All","Number","Non-Working Parents",103
"Westbrook","0900781680","2014-2018","Living with One Parent","Not in Work Force","Number","Non-Working Parents",6
"Westbrook","0900781680","2014-2018","Living with Two Parents","All","Number","Non-Working Parents",470
"Westbrook","0900781680","2014-2018","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Westbrook","0900781680","2014-2018","Living with One Parent","All","Percent","Margins of Error",0.12
"Westbrook","0900781680","2014-2018","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.06
"Westbrook","0900781680","2014-2018","Living with Two Parents","All","Percent","Margins of Error",0.13
"Westbrook","0900781680","2014-2018","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.04
"Westbrook","0900781680","2014-2018","Living with One Parent","All","Percent","Non-Working Parents",17.98
"Westbrook","0900781680","2014-2018","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.05
"Westbrook","0900781680","2014-2018","Living with Two Parents","All","Percent","Non-Working Parents",82.02
"Westbrook","0900781680","2014-2018","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Westbrook","0900781680","2015-2019","All","All","Number","Margins of Error",191
"Westbrook","0900781680","2015-2019","Living with One Parent","All","Number","Margins of Error",101.14
"Westbrook","0900781680","2015-2019","Living with One Parent","Not in Work Force","Number","Margins of Error",38.63
"Westbrook","0900781680","2015-2019","Living with Two Parents","All","Number","Margins of Error",187.95
"Westbrook","0900781680","2015-2019","Living with Two Parents","Not in Work Force","Number","Margins of Error",24.04
"Westbrook","0900781680","2015-2019","All","All","Number","Non-Working Parents",701
"Westbrook","0900781680","2015-2019","Living with One Parent","All","Number","Non-Working Parents",118
"Westbrook","0900781680","2015-2019","Living with One Parent","Not in Work Force","Number","Non-Working Parents",14
"Westbrook","0900781680","2015-2019","Living with Two Parents","All","Number","Non-Working Parents",583
"Westbrook","0900781680","2015-2019","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Westbrook","0900781680","2015-2019","Living with One Parent","All","Percent","Margins of Error",0.14
"Westbrook","0900781680","2015-2019","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.05
"Westbrook","0900781680","2015-2019","Living with Two Parents","All","Percent","Margins of Error",0.14
"Westbrook","0900781680","2015-2019","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.03
"Westbrook","0900781680","2015-2019","Living with One Parent","All","Percent","Non-Working Parents",16.83
"Westbrook","0900781680","2015-2019","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2
"Westbrook","0900781680","2015-2019","Living with Two Parents","All","Percent","Non-Working Parents",83.17
"Westbrook","0900781680","2015-2019","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Weston","0900183430","2006-2010","All","All","Number","Margins of Error",133
"Weston","0900183430","2006-2010","Living with One Parent","All","Number","Margins of Error",125.94
"Weston","0900183430","2006-2010","Living with One Parent","Not in Work Force","Number","Margins of Error",175.07
"Weston","0900183430","2006-2010","Living with Two Parents","All","Number","Margins of Error",276.01
"Weston","0900183430","2006-2010","Living with Two Parents","Not in Work Force","Number","Margins of Error",173.95
"Weston","0900183430","2006-2010","All","All","Number","Non-Working Parents",3354
"Weston","0900183430","2006-2010","Living with One Parent","All","Number","Non-Working Parents",261
"Weston","0900183430","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",14
"Weston","0900183430","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",3093
"Weston","0900183430","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Weston","0900183430","2006-2010","Living with One Parent","All","Percent","Margins of Error",0.04
"Weston","0900183430","2006-2010","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.05
"Weston","0900183430","2006-2010","Living with Two Parents","All","Percent","Margins of Error",0.07
"Weston","0900183430","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.05
"Weston","0900183430","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",7.78
"Weston","0900183430","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.42
"Weston","0900183430","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",92.22
"Weston","0900183430","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Weston","0900183430","2007-2011","All","All","Number","Margins of Error",166
"Weston","0900183430","2007-2011","Living with One Parent","All","Number","Margins of Error",120.42
"Weston","0900183430","2007-2011","Living with One Parent","Not in Work Force","Number","Margins of Error",159.73
"Weston","0900183430","2007-2011","Living with Two Parents","All","Number","Margins of Error",284.86
"Weston","0900183430","2007-2011","Living with Two Parents","Not in Work Force","Number","Margins of Error",130.11
"Weston","0900183430","2007-2011","All","All","Number","Non-Working Parents",3466
"Weston","0900183430","2007-2011","Living with One Parent","All","Number","Non-Working Parents",245
"Weston","0900183430","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",7
"Weston","0900183430","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",3221
"Weston","0900183430","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Weston","0900183430","2007-2011","Living with One Parent","All","Percent","Margins of Error",0.03
"Weston","0900183430","2007-2011","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.05
"Weston","0900183430","2007-2011","Living with Two Parents","All","Percent","Margins of Error",0.07
"Weston","0900183430","2007-2011","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.04
"Weston","0900183430","2007-2011","Living with One Parent","All","Percent","Non-Working Parents",7.07
"Weston","0900183430","2007-2011","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.2
"Weston","0900183430","2007-2011","Living with Two Parents","All","Percent","Non-Working Parents",92.93
"Weston","0900183430","2007-2011","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Weston","0900183430","2008-2012","All","All","Number","Margins of Error",169
"Weston","0900183430","2008-2012","Living with One Parent","All","Number","Margins of Error",129.56
"Weston","0900183430","2008-2012","Living with One Parent","Not in Work Force","Number","Margins of Error",35.76
"Weston","0900183430","2008-2012","Living with Two Parents","All","Number","Margins of Error",265.28
"Weston","0900183430","2008-2012","Living with Two Parents","Not in Work Force","Number","Margins of Error",26.87
"Weston","0900183430","2008-2012","All","All","Number","Non-Working Parents",3461
"Weston","0900183430","2008-2012","Living with One Parent","All","Number","Non-Working Parents",235
"Weston","0900183430","2008-2012","Living with One Parent","Not in Work Force","Number","Non-Working Parents",9
"Weston","0900183430","2008-2012","Living with Two Parents","All","Number","Non-Working Parents",3226
"Weston","0900183430","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Weston","0900183430","2008-2012","Living with One Parent","All","Percent","Margins of Error",0.04
"Weston","0900183430","2008-2012","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.01
"Weston","0900183430","2008-2012","Living with Two Parents","All","Percent","Margins of Error",0.06
"Weston","0900183430","2008-2012","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Weston","0900183430","2008-2012","Living with One Parent","All","Percent","Non-Working Parents",6.79
"Weston","0900183430","2008-2012","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.26
"Weston","0900183430","2008-2012","Living with Two Parents","All","Percent","Non-Working Parents",93.21
"Weston","0900183430","2008-2012","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Weston","0900183430","2009-2013","All","All","Number","Margins of Error",175
