"Town","FIPS","Year","Family Type","Parent Employment Status","Measure Type","Variable","Value"
"South Windsor","0900371390","2008-2012","Living with One Parent","Not in Work Force","Number","Margin of Error",64.55
"South Windsor","0900371390","2008-2012","Living with Two Parents","All","Number","Margin of Error",453.8
"South Windsor","0900371390","2008-2012","Living with Two Parents","Not in Work Force","Number","Margin of Error",32.53
"South Windsor","0900371390","2008-2012","All","All","Number","Non-Working Parents",6111
"South Windsor","0900371390","2008-2012","Living with One Parent","All","Number","Non-Working Parents",946
"South Windsor","0900371390","2008-2012","Living with One Parent","Not in Work Force","Number","Non-Working Parents",60
"South Windsor","0900371390","2008-2012","Living with Two Parents","All","Number","Non-Working Parents",5165
"South Windsor","0900371390","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"South Windsor","0900371390","2008-2012","Living with One Parent","All","Percent","Margin of Error",0.04
"South Windsor","0900371390","2008-2012","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.01
"South Windsor","0900371390","2008-2012","Living with Two Parents","All","Percent","Margin of Error",0.04
"South Windsor","0900371390","2008-2012","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"South Windsor","0900371390","2008-2012","Living with One Parent","All","Percent","Non-Working Parents",15.48
"South Windsor","0900371390","2008-2012","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.98
"South Windsor","0900371390","2008-2012","Living with Two Parents","All","Percent","Non-Working Parents",84.52
"South Windsor","0900371390","2008-2012","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"South Windsor","0900371390","2009-2013","All","All","Number","Margin of Error",543.01
"South Windsor","0900371390","2009-2013","Living with One Parent","All","Number","Margin of Error",203.34
"South Windsor","0900371390","2009-2013","Living with One Parent","Not in Work Force","Number","Margin of Error",73.63
"South Windsor","0900371390","2009-2013","Living with Two Parents","All","Number","Margin of Error",525.95
"South Windsor","0900371390","2009-2013","Living with Two Parents","Not in Work Force","Number","Margin of Error",31.11
"South Windsor","0900371390","2009-2013","All","All","Number","Non-Working Parents",6184
"South Windsor","0900371390","2009-2013","Living with One Parent","All","Number","Non-Working Parents",857
"South Windsor","0900371390","2009-2013","Living with One Parent","Not in Work Force","Number","Non-Working Parents",59
"South Windsor","0900371390","2009-2013","Living with Two Parents","All","Number","Non-Working Parents",5327
"South Windsor","0900371390","2009-2013","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"South Windsor","0900371390","2009-2013","Living with One Parent","All","Percent","Margin of Error",0.03
"South Windsor","0900371390","2009-2013","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.01
"South Windsor","0900371390","2009-2013","Living with Two Parents","All","Percent","Margin of Error",0.04
"South Windsor","0900371390","2009-2013","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"South Windsor","0900371390","2009-2013","Living with One Parent","All","Percent","Non-Working Parents",13.86
"South Windsor","0900371390","2009-2013","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.95
"South Windsor","0900371390","2009-2013","Living with Two Parents","All","Percent","Non-Working Parents",86.14
"South Windsor","0900371390","2009-2013","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"South Windsor","0900371390","2010-2014","All","All","Number","Margin of Error",448.36
"South Windsor","0900371390","2010-2014","Living with One Parent","All","Number","Margin of Error",191.09
"South Windsor","0900371390","2010-2014","Living with One Parent","Not in Work Force","Number","Margin of Error",71.92
"South Windsor","0900371390","2010-2014","Living with Two Parents","All","Number","Margin of Error",453.69
"South Windsor","0900371390","2010-2014","Living with Two Parents","Not in Work Force","Number","Margin of Error",31.11
"South Windsor","0900371390","2010-2014","All","All","Number","Non-Working Parents",5927
"South Windsor","0900371390","2010-2014","Living with One Parent","All","Number","Non-Working Parents",801
"South Windsor","0900371390","2010-2014","Living with One Parent","Not in Work Force","Number","Non-Working Parents",43
"South Windsor","0900371390","2010-2014","Living with Two Parents","All","Number","Non-Working Parents",5126
"South Windsor","0900371390","2010-2014","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"South Windsor","0900371390","2010-2014","Living with One Parent","All","Percent","Margin of Error",0.03
"South Windsor","0900371390","2010-2014","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.01
"South Windsor","0900371390","2010-2014","Living with Two Parents","All","Percent","Margin of Error",0.04
"South Windsor","0900371390","2010-2014","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"South Windsor","0900371390","2010-2014","Living with One Parent","All","Percent","Non-Working Parents",13.51
"South Windsor","0900371390","2010-2014","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.73
"South Windsor","0900371390","2010-2014","Living with Two Parents","All","Percent","Non-Working Parents",86.49
"South Windsor","0900371390","2010-2014","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"South Windsor","0900371390","2011-2015","All","All","Number","Margin of Error",455.58
"South Windsor","0900371390","2011-2015","Living with One Parent","All","Number","Margin of Error",179.51
"South Windsor","0900371390","2011-2015","Living with One Parent","Not in Work Force","Number","Margin of Error",42.58
"South Windsor","0900371390","2011-2015","Living with Two Parents","All","Number","Margin of Error",418.1
"South Windsor","0900371390","2011-2015","Living with Two Parents","Not in Work Force","Number","Margin of Error",31.11
"South Windsor","0900371390","2011-2015","All","All","Number","Non-Working Parents",5791
"South Windsor","0900371390","2011-2015","Living with One Parent","All","Number","Non-Working Parents",712
"South Windsor","0900371390","2011-2015","Living with One Parent","Not in Work Force","Number","Non-Working Parents",17
"South Windsor","0900371390","2011-2015","Living with Two Parents","All","Number","Non-Working Parents",5079
"South Windsor","0900371390","2011-2015","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"South Windsor","0900371390","2011-2015","Living with One Parent","All","Percent","Margin of Error",0.03
"South Windsor","0900371390","2011-2015","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.01
"South Windsor","0900371390","2011-2015","Living with Two Parents","All","Percent","Margin of Error",0.02
"South Windsor","0900371390","2011-2015","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"South Windsor","0900371390","2011-2015","Living with One Parent","All","Percent","Non-Working Parents",12.29
"South Windsor","0900371390","2011-2015","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.29
"South Windsor","0900371390","2011-2015","Living with Two Parents","All","Percent","Non-Working Parents",87.71
"South Windsor","0900371390","2011-2015","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Sprague","0901171670","2006-2010","All","All","Number","Margin of Error",201.06
"Sprague","0901171670","2006-2010","Living with One Parent","All","Number","Margin of Error",155.47
"Sprague","0901171670","2006-2010","Living with One Parent","Not in Work Force","Number","Margin of Error",215.9
"Sprague","0901171670","2006-2010","Living with Two Parents","All","Number","Margin of Error",160.43
"Sprague","0901171670","2006-2010","Living with Two Parents","Not in Work Force","Number","Margin of Error",173.95
"Sprague","0901171670","2006-2010","All","All","Number","Non-Working Parents",576
"Sprague","0901171670","2006-2010","Living with One Parent","All","Number","Non-Working Parents",212
"Sprague","0901171670","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",24
"Sprague","0901171670","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",364
"Sprague","0901171670","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Sprague","0901171670","2006-2010","Living with One Parent","All","Percent","Margin of Error",0.24
"Sprague","0901171670","2006-2010","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.37
"Sprague","0901171670","2006-2010","Living with Two Parents","All","Percent","Margin of Error",0.17
"Sprague","0901171670","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.3
"Sprague","0901171670","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",36.81
"Sprague","0901171670","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",4.17
"Sprague","0901171670","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",63.19
"Sprague","0901171670","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Sprague","0901171670","2007-2011","All","All","Number","Margin of Error",166.48
"Sprague","0901171670","2007-2011","Living with One Parent","All","Number","Margin of Error",133.56
"Sprague","0901171670","2007-2011","Living with One Parent","Not in Work Force","Number","Margin of Error",161.46
"Sprague","0901171670","2007-2011","Living with Two Parents","All","Number","Margin of Error",138
"Sprague","0901171670","2007-2011","Living with Two Parents","Not in Work Force","Number","Margin of Error",130.11
"Sprague","0901171670","2007-2011","All","All","Number","Non-Working Parents",555
"Sprague","0901171670","2007-2011","Living with One Parent","All","Number","Non-Working Parents",202
"Sprague","0901171670","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",18
"Sprague","0901171670","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",353
"Sprague","0901171670","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Sprague","0901171670","2007-2011","Living with One Parent","All","Percent","Margin of Error",0.21
"Sprague","0901171670","2007-2011","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.29
